<Date>,<Close>,<Target>,<DayOfWeek>,<DayOfMonth>,<IsWeekend>,<IsStartOfWeek>,<PWA>,<PMA>
2015-04-28,912,919,1,28,0,0,945.71,930.83
2015-04-29,919,899,2,29,0,0,937.14,935.90
2015-05-03,899,872,6,3,1,0,931.57,941.70
2015-05-04,872,860,0,4,0,1,924.71,946.07
2015-05-05,860,850,1,5,0,0,914.14,948.53
2015-05-06,850,835,2,6,0,0,900.00,949.57
2015-05-09,835,817,5,9,1,0,888.57,950.23
2015-05-10,817,827,6,10,1,0,878.14,950.03
2015-05-11,827,854,0,11,0,1,864.57,948.20
2015-05-12,854,872,1,12,0,0,851.43,946.03
2015-05-13,872,867,2,13,0,0,845.00,943.83
2015-05-17,867,875,6,17,1,0,845.00,941.57
2015-05-18,875,874,0,18,0,1,846.00,939.33
2015-05-19,874,875,1,19,0,0,849.57,936.73
2015-05-20,875,855,2,20,0,0,855.14,932.83
2015-05-23,855,860,5,23,1,0,863.43,927.67
2015-05-24,860,862,6,24,1,0,867.43,921.30
2015-05-25,862,858,0,25,0,1,868.29,914.77
2015-05-26,858,855,1,26,0,0,866.86,907.67
2015-05-27,855,859,2,27,0,0,865.57,901.93
2015-05-30,859,855,5,30,1,0,862.71,896.47
2015-05-31,855,849,6,31,1,0,860.57,891.30
2015-06-01,849,845,0,1,0,1,857.71,886.63
2015-06-02,845,843,1,2,0,0,856.86,882.70
2015-06-06,843,841,5,6,1,0,854.71,878.47
2015-06-07,841,835,6,7,1,0,852.00,874.63
2015-06-08,835,820,0,8,0,1,849.57,871.10
2015-06-09,820,824,1,9,0,0,846.71,867.40
2015-06-10,824,837,2,10,0,0,841.14,862.77
2015-06-13,837,852,5,13,1,0,836.71,859.23
2015-06-14,852,835,6,14,1,0,835.00,856.87
2015-06-15,835,868,0,15,0,1,836.00,854.87
2015-06-16,868,888,1,16,0,0,834.86,852.07
2015-06-17,888,929,2,17,0,0,838.71,851.03
2015-06-20,929,930,5,20,1,0,846.29,851.57
2015-06-21,930,956,6,21,1,0,861.86,853.87
2015-06-22,956,967,0,22,0,1,877.00,856.53
2015-06-23,967,970,1,23,0,0,894.00,860.57
2015-06-24,970,954,2,24,0,0,910.43,865.57
2015-06-27,954,938,5,27,1,0,929.71,870.33
2015-06-28,938,952,6,28,1,0,942.00,873.67
2015-06-29,952,981,0,29,0,1,949.14,875.87
2015-06-30,981,991,1,30,0,0,952.43,878.70
2015-07-01,991,1018,2,1,0,0,959.71,882.23
2015-07-04,1018,1028,5,4,1,0,964.71,886.13
2015-07-05,1028,1022,6,5,1,0,972.00,890.90
2015-07-06,1022,1042,0,6,0,1,980.29,896.67
2015-07-07,1042,1025,1,7,0,0,990.00,902.07
2015-07-11,1025,1040,5,11,1,0,1004.86,908.07
2015-07-12,1040,1072,6,12,1,0,1015.29,913.63
2015-07-13,1072,1075,0,13,0,1,1023.71,919.80
2015-07-14,1075,1035,1,14,0,0,1035.29,926.90
2015-07-15,1035,985,2,15,0,0,1043.43,934.23
2015-07-20,985,922,0,20,0,1,1044.43,940.43
2015-07-26,922,900,6,26,1,0,1039.14,945.10
2015-07-27,900,896,0,27,0,1,1022.00,947.73
2015-07-28,896,927,1,28,0,0,1004.14,949.70
2015-07-29,927,957,2,29,0,0,983.57,951.73
2015-08-01,957,924,5,1,1,0,962.86,955.30
2015-08-02,924,935,6,2,1,0,946.00,959.73
2015-08-03,935,926,0,3,0,1,930.14,962.63
2015-08-04,926,921,1,4,0,0,923.00,965.40
2015-08-05,921,908,2,5,0,0,923.57,968.43
2015-08-08,908,898,5,8,1,0,926.57,970.20
2015-08-09,898,894,6,9,1,0,928.29,970.87
2015-08-10,894,903,0,10,0,1,924.14,969.83
2015-08-12,903,898,2,12,0,0,915.14,968.63
2015-08-15,898,895,5,15,1,0,912.14,966.87
2015-08-16,895,889,6,16,1,0,906.86,964.57
2015-08-17,889,885,0,17,0,1,902.43,962.07
2015-08-18,885,885,1,18,0,0,897.86,959.90
2015-08-19,885,895,2,19,0,0,894.57,958.13
2015-08-22,895,888,5,22,1,0,892.71,955.90
2015-08-23,888,881,6,23,1,0,892.86,953.03
2015-08-24,881,880,0,24,0,1,890.71,949.60
2015-08-25,880,871,1,25,0,0,888.29,945.03
2015-08-26,871,885,2,26,0,0,886.14,940.10
2015-08-29,885,890,5,29,1,0,883.57,935.07
2015-08-30,890,890,6,30,1,0,883.57,929.83
2015-08-31,890,906,0,31,0,1,884.29,925.33
2015-09-01,906,902,1,1,0,0,883.57,920.33
2015-09-02,902,935,2,2,0,0,886.14,914.80
2015-09-05,935,938,5,5,1,0,889.14,909.03
2015-09-06,938,930,6,6,1,0,897.00,905.70
2015-09-07,930,930,0,7,0,1,906.57,904.13
2015-09-08,930,936,1,8,0,0,913.00,904.40
2015-09-09,936,941,2,9,0,0,918.71,905.40
2015-09-12,941,932,5,12,1,0,925.29,906.73
2015-09-13,932,922,6,13,1,0,930.29,907.20
2015-09-14,922,907,0,14,0,1,934.57,906.37
2015-09-15,907,895,1,15,0,0,932.71,906.30
2015-09-16,895,911,2,16,0,0,928.29,905.37
2015-09-19,911,915,5,19,1,0,923.29,904.33
2015-09-20,915,890,6,20,1,0,920.57,904.00
2015-09-21,890,905,0,21,0,1,917.57,904.23
2015-09-22,905,920,1,22,0,0,910.29,903.97
2015-09-23,920,920,2,23,0,0,906.43,904.33
2015-09-26,920,917,5,26,1,0,906.14,904.90
2015-09-27,917,916,6,27,1,0,908.00,905.63
2015-09-28,916,920,0,28,0,1,911.14,906.37
2015-09-29,920,918,1,29,0,0,911.86,907.27
2015-09-30,918,910,2,30,0,0,912.57,908.43
2015-10-03,910,889,5,3,1,0,916.57,909.53
2015-10-04,889,897,6,4,1,0,917.29,910.03
2015-10-05,897,900,0,5,0,1,912.86,910.07
2015-10-06,900,890,1,6,0,0,909.57,910.60
2015-10-07,890,887,2,7,0,0,907.14,911.27
2015-10-10,887,887,5,10,1,0,903.43,911.90
2015-10-11,887,880,6,11,1,0,898.71,911.97
2015-10-12,880,880,0,12,0,1,894.29,911.87
2015-10-13,880,907,1,13,0,0,890.00,911.53
2015-10-14,907,937,2,14,0,0,888.71,910.67
2015-10-17,937,961,5,17,1,0,890.14,910.83
2015-10-18,961,942,6,18,1,0,895.43,910.90
2015-10-19,942,930,0,19,0,1,905.57,911.67
2015-10-20,930,920,1,20,0,0,913.43,912.07
2015-10-21,920,916,2,21,0,0,919.57,912.07
2015-10-25,916,910,6,25,1,0,925.29,911.53
2015-10-26,910,925,0,26,0,1,930.43,910.70
2015-10-27,925,921,1,27,0,0,930.86,909.97
2015-10-28,921,912,2,28,0,0,929.14,910.07
2015-10-31,912,900,5,31,1,0,923.43,910.53
2015-11-01,900,920,6,1,1,0,919.14,911.10
2015-11-02,920,905,0,2,0,1,914.86,910.73
2015-11-03,905,909,1,3,0,0,914.86,910.90
2015-11-04,909,908,2,4,0,0,913.29,911.40
2015-11-07,908,895,5,7,1,0,913.14,911.53
2015-11-08,895,893,6,8,1,0,910.71,911.13
2015-11-09,893,891,0,9,0,1,907.00,910.30
2015-11-10,891,880,1,10,0,0,904.29,909.50
2015-11-11,880,885,2,11,0,0,903.00,908.67
2015-11-14,885,875,5,14,1,0,897.29,907.33
2015-11-15,875,879,6,15,1,0,894.43,906.23
2015-11-16,879,880,0,16,0,1,889.57,905.07
2015-11-17,880,872,1,17,0,0,885.43,904.73
2015-11-18,872,873,2,18,0,0,883.29,904.17
2015-11-21,873,870,5,21,1,0,880.29,903.23
2015-11-22,870,870,6,22,1,0,877.71,902.67
2015-11-23,870,865,0,23,0,1,876.29,902.10
2015-11-24,865,862,1,24,0,0,874.14,901.53
2015-11-25,862,884,2,25,0,0,872.71,901.03
2015-11-28,884,877,5,28,1,0,870.29,900.43
2015-11-29,877,863,6,29,1,0,870.86,899.67
2015-11-30,863,860,0,30,0,1,871.57,897.67
2015-12-01,860,872,1,1,0,0,870.14,894.40
2015-12-05,872,872,5,5,1,0,868.71,891.67
2015-12-06,872,865,6,6,1,0,869.00,889.73
2015-12-07,865,870,0,7,0,1,870.00,888.13
2015-12-08,870,865,1,8,0,0,870.43,886.43
2015-12-09,865,872,2,9,0,0,868.43,885.10
2015-12-13,872,865,6,13,1,0,866.71,883.10
2015-12-14,865,871,0,14,0,1,868.00,881.47
2015-12-15,871,881,1,15,0,0,868.71,879.90
2015-12-16,881,867,2,16,0,0,868.57,878.93
2015-12-19,867,863,5,19,1,0,869.86,877.63
2015-12-20,863,859,6,20,1,0,870.14,876.37
2015-12-21,859,861,0,21,0,1,869.14,874.83
2015-12-22,861,866,1,22,0,0,868.29,873.20
2015-12-23,866,865,2,23,0,0,866.71,872.07
2015-12-26,865,875,5,26,1,0,866.86,871.17
2015-12-27,875,876,6,27,1,0,866.00,870.30
2015-12-28,876,896,0,28,0,1,865.14,870.13
2015-12-30,896,890,2,30,0,0,866.43,869.83
2016-01-02,890,879,5,2,1,0,871.14,870.53
2016-01-03,879,888,6,3,1,0,875.57,870.90
2016-01-04,888,890,0,4,0,1,878.14,870.87
2016-01-05,890,926,1,5,0,0,881.29,871.40
2016-01-06,926,930,2,6,0,0,884.86,871.97
2016-01-09,930,920,5,9,1,0,892.14,873.83
2016-01-10,920,935,6,10,1,0,899.86,875.83
2016-01-11,935,945,0,11,0,1,903.29,877.67
2016-01-12,945,960,1,12,0,0,909.71,880.10
2016-01-13,960,982,2,13,0,0,919.14,882.13
2016-01-16,982,989,5,16,1,0,929.43,884.90
2016-01-17,989,944,6,17,1,0,942.57,888.87
2016-01-18,944,938,0,18,0,1,951.57,893.17
2016-01-19,938,930,1,19,0,0,953.57,895.57
2016-01-20,930,961,2,20,0,0,956.14,897.77
2016-01-23,961,999,5,23,1,0,955.43,899.93
2016-01-24,999,990,6,24,1,0,957.71,902.97
2016-01-25,990,1012,0,25,0,1,963.29,907.43
2016-01-26,1012,1043,1,26,0,0,964.43,911.37
2016-01-27,1043,1074,2,27,0,0,967.71,916.27
2016-01-30,1074,1030,5,30,1,0,981.86,922.00
2016-01-31,1030,1031,6,31,1,0,1001.29,928.43
2016-02-01,1031,1031,0,1,0,1,1015.57,933.87
2016-02-02,1031,999,1,2,0,0,1025.57,939.47
2016-02-03,999,998,2,3,0,0,1030.14,945.20
2016-02-06,998,1027,5,6,1,0,1031.43,949.80
2016-02-07,1027,1077,6,7,1,0,1029.43,954.20
2016-02-08,1077,1130,0,8,0,1,1027.14,959.60
2016-02-09,1130,1145,1,9,0,0,1027.57,966.33
2016-02-10,1145,1098,2,10,0,0,1041.86,974.80
2016-02-13,1098,1099,5,13,1,0,1058.14,983.10
2016-02-14,1099,1132,6,14,1,0,1067.71,990.03
2016-02-15,1132,1169,0,15,0,1,1082.00,997.37
2016-02-16,1169,1164,1,16,0,0,1101.14,1005.50
2016-02-17,1164,1200,2,17,0,0,1121.43,1014.80
2016-02-20,1200,1175,5,20,1,0,1133.86,1022.73
2016-02-21,1175,1174,6,21,1,0,1143.86,1031.73
2016-02-22,1174,1140,0,22,0,1,1148.14,1040.23
2016-02-23,1140,1120,1,23,0,0,1159.00,1048.20
2016-02-24,1120,1129,2,24,0,0,1164.86,1054.70
2016-02-27,1129,1105,5,27,1,0,1163.14,1060.03
2016-02-28,1105,1085,6,28,1,0,1157.43,1064.93
2016-02-29,1085,1090,0,29,0,1,1149.00,1068.80
2016-03-01,1090,1083,1,1,0,0,1132.57,1073.50
2016-03-02,1083,1070,2,2,0,0,1120.43,1078.57
2016-03-05,1070,1086,5,5,1,0,1107.43,1083.67
2016-03-06,1086,1109,6,6,1,0,1097.43,1087.30
2016-03-07,1109,1119,0,7,0,1,1092.57,1090.20
2016-03-08,1119,1098,1,8,0,0,1089.71,1094.17
2016-03-09,1098,1110,2,9,0,0,1091.71,1097.73
2016-03-12,1110,1129,5,12,1,0,1093.57,1099.57
2016-03-14,1129,1098,0,14,0,1,1096.43,1100.77
2016-03-15,1098,1090,1,15,0,0,1103.00,1104.07
2016-03-16,1090,1115,2,16,0,0,1107.00,1106.30
2016-03-26,1115,1149,5,26,1,0,1107.57,1108.27
2016-03-27,1149,1130,6,27,1,0,1108.43,1112.13
2016-03-28,1130,1130,0,28,0,1,1112.71,1117.17
2016-03-29,1130,1152,1,29,0,0,1117.29,1120.60
2016-03-30,1152,1157,2,30,0,0,1120.14,1122.37
2016-04-02,1157,1108,5,2,1,0,1123.43,1123.10
2016-04-03,1108,1092,6,3,1,0,1131.86,1123.50
2016-04-04,1092,1092,0,4,0,1,1134.43,1123.83
2016-04-05,1092,1086,1,5,0,0,1131.14,1123.60
2016-04-06,1086,1088,2,6,0,0,1123.00,1122.27
2016-04-09,1088,1070,5,9,1,0,1116.71,1119.50
2016-04-10,1070,1079,6,10,1,0,1110.71,1116.97
2016-04-11,1079,1055,0,11,0,1,1099.00,1112.63
2016-04-12,1055,1060,1,12,0,0,1087.86,1109.43
2016-04-13,1060,1040,2,13,0,0,1080.29,1105.47
2016-04-16,1040,1018,5,16,1,0,1075.71,1102.80
2016-04-17,1018,1040,6,17,1,0,1068.29,1100.13
2016-04-18,1040,1029,0,18,0,1,1058.57,1096.43
2016-04-19,1029,1031,1,19,0,0,1051.71,1094.27
2016-04-20,1031,1019,2,20,0,0,1045.86,1092.40
2016-04-23,1019,1049,5,23,1,0,1039.00,1090.43
2016-04-24,1049,1078,6,24,1,0,1033.86,1088.30
2016-04-25,1078,1078,0,25,0,1,1032.29,1087.60
2016-04-26,1078,1070,1,26,0,0,1037.71,1087.33
2016-04-27,1070,1055,2,27,0,0,1046.29,1086.30
2016-04-30,1055,1047,5,30,1,0,1050.57,1084.67
2016-05-01,1047,1044,6,1,1,0,1054.29,1083.23
2016-05-02,1044,1027,0,2,0,1,1056.57,1081.13
2016-05-03,1027,1030,1,3,0,0,1060.14,1078.30
2016-05-04,1030,1015,2,4,0,0,1057.00,1075.93
2016-05-07,1015,1005,5,7,1,0,1050.14,1073.93
2016-05-08,1005,1015,6,8,1,0,1041.14,1070.60
2016-05-09,1015,1009,0,9,0,1,1031.86,1065.80
2016-05-10,1009,1029,1,10,0,0,1026.14,1061.97
2016-05-11,1029,1023,2,11,0,0,1020.71,1057.93
2016-05-14,1023,1015,5,14,1,0,1018.57,1053.83
2016-05-15,1015,1010,6,15,1,0,1018.00,1049.37
2016-05-16,1010,1010,0,16,0,1,1015.86,1046.27
2016-05-17,1010,1010,1,17,0,0,1015.14,1043.53
2016-05-18,1010,1000,2,18,0,0,1015.86,1040.80
2016-05-21,1000,1024,5,21,1,0,1015.14,1038.27
2016-05-23,1024,1014,0,23,0,1,1013.86,1035.33
2016-05-24,1014,1008,1,24,0,0,1013.14,1033.80
2016-05-25,1008,1007,2,25,0,0,1011.86,1031.63
2016-05-28,1007,1008,5,28,1,0,1010.86,1030.07
2016-05-29,1008,1007,6,29,1,0,1010.43,1028.30
2016-05-30,1007,1003,0,30,0,1,1010.14,1027.23
2016-05-31,1003,998,1,31,0,0,1009.71,1026.87
2016-06-01,998,990,2,1,0,0,1010.14,1025.63
2016-06-05,990,993,6,5,1,0,1006.43,1024.60
2016-06-06,993,995,0,6,0,1,1003.00,1023.23
2016-06-07,995,999,1,7,0,0,1000.86,1022.37
2016-06-08,999,998,2,8,0,0,999.14,1020.57
2016-06-11,998,985,5,11,1,0,997.86,1017.93
2016-06-12,985,990,6,12,1,0,996.57,1015.27
2016-06-13,990,988,0,13,0,1,994.00,1012.43
2016-06-14,988,986,1,14,0,0,992.86,1010.27
2016-06-15,986,987,2,15,0,0,992.57,1008.30
2016-06-18,987,989,5,18,1,0,991.57,1006.37
2016-06-19,989,982,6,19,1,0,990.43,1005.03
2016-06-20,982,1005,0,20,0,1,989.00,1003.67
2016-06-21,1005,1019,1,21,0,0,986.71,1002.57
2016-06-22,1019,1015,2,22,0,0,989.57,1002.57
2016-06-25,1015,1009,5,25,1,0,993.71,1002.70
2016-06-26,1009,1008,6,26,1,0,997.57,1002.90
2016-06-28,1008,1008,1,28,0,0,1000.86,1002.23
2016-06-29,1008,1000,2,29,0,0,1003.86,1001.73
2016-07-02,1000,1006,5,2,1,0,1006.57,1001.50
2016-07-03,1006,995,6,3,1,0,1009.14,1001.17
2016-07-04,995,995,0,4,0,1,1009.29,1001.03
2016-07-05,995,991,1,5,0,0,1005.86,1000.53
2016-07-09,991,975,5,9,1,0,1003.00,1000.37
2016-07-10,975,984,6,10,1,0,1000.43,999.27
2016-07-11,984,982,0,11,0,1,995.71,997.97
2016-07-12,982,985,1,12,0,0,992.29,997.17
2016-07-13,985,995,2,13,0,0,989.71,996.33
2016-07-16,995,990,5,16,1,0,986.71,995.57
2016-07-17,990,999,6,17,1,0,986.71,995.17
2016-07-18,999,1015,0,18,0,1,986.00,994.73
2016-07-19,1015,525,1,19,0,0,987.14,994.77
2018-03-14,525,535,2,14,0,0,992.86,995.60
2018-03-17,535,561,5,17,1,0,927.29,980.00
2018-03-18,561,589,6,18,1,0,863.43,964.67
2018-03-19,589,618,0,19,0,1,802.86,950.07
2018-03-25,618,638,6,25,1,0,744.86,936.43
2018-03-26,638,628,0,26,0,1,691.71,924.20
2018-03-27,628,629,1,27,0,0,640.14,912.47
2018-03-28,629,632,2,28,0,0,584.86,900.47
2018-04-03,632,627,1,3,0,0,599.71,888.57
2018-04-04,627,626,2,4,0,0,613.57,876.73
2018-04-07,626,624,5,7,1,0,623.00,864.67
2018-04-08,624,624,6,8,1,0,628.29,852.80
2018-04-09,624,623,0,9,0,1,629.14,840.10
2018-04-10,623,623,1,10,0,0,627.14,826.93
2018-04-11,623,623,2,11,0,0,626.43,813.87
2018-04-15,623,623,6,15,1,0,625.57,801.00
2018-04-16,623,623,0,16,0,1,624.29,788.17
2018-04-17,623,623,1,17,0,0,623.71,775.33
2018-04-18,623,623,2,18,0,0,623.29,762.77
2018-04-21,623,623,5,21,1,0,623.14,750.00
2018-04-22,623,623,6,22,1,0,623.00,737.60
2018-04-23,623,623,0,23,0,1,623.00,725.20
2018-04-24,623,622,1,24,0,0,623.00,712.93
2018-04-25,622,623,2,25,0,0,623.00,701.20
2018-04-28,623,623,5,28,1,0,622.86,689.13
2018-04-29,623,623,6,29,1,0,622.86,677.17
2018-04-30,623,623,0,30,0,1,622.86,665.10
2018-05-01,623,623,1,1,0,0,622.86,652.70
2018-05-05,623,623,5,5,1,0,622.86,640.47
2018-05-06,623,623,6,6,1,0,622.86,627.93
2018-05-07,623,623,0,7,0,1,622.86,614.87
2018-05-08,623,623,1,8,0,0,623.00,618.13
2018-05-09,623,623,2,9,0,0,623.00,621.07
2018-05-12,623,623,5,12,1,0,623.00,623.13
2018-05-13,623,623,6,13,1,0,623.00,624.27
2018-05-14,623,623,0,14,0,1,623.00,624.43
2018-05-15,623,624,1,15,0,0,623.00,623.93
2018-05-16,624,623,2,16,0,0,623.00,623.77
2018-05-19,623,623,5,19,1,0,623.14,623.60
2018-05-20,623,624,6,20,1,0,623.14,623.30
2018-05-21,624,623,0,21,0,1,623.14,623.17
2018-05-22,623,623,1,22,0,0,623.29,623.10
2018-05-23,623,623,2,23,0,0,623.29,623.07
2018-05-26,623,623,5,26,1,0,623.29,623.03
2018-05-27,623,622,6,27,1,0,623.29,623.03
2018-05-28,622,620,0,28,0,1,623.14,623.03
2018-05-29,620,613,1,29,0,0,623.00,623.00
2018-05-30,613,613,2,30,0,0,622.57,622.90
2018-06-02,613,612,5,2,1,0,621.00,622.57
2018-06-03,612,623,6,3,1,0,619.57,622.23
2018-06-09,623,625,5,9,1,0,618.00,621.87
2018-06-10,625,623,6,10,1,0,618.00,621.87
2018-06-11,623,624,0,11,0,1,618.29,621.93
2018-06-12,624,623,1,12,0,0,618.43,621.93
2018-06-13,623,653,2,13,0,0,619.00,622.00
2018-06-17,653,675,6,17,1,0,620.43,622.00
2018-06-18,675,708,0,18,0,1,626.14,623.00
2018-06-19,708,780,1,19,0,0,635.14,624.73
2018-06-20,780,758,2,20,0,0,647.29,627.57
2018-06-23,758,754,5,23,1,0,669.43,632.80
2018-06-24,754,754,6,24,1,0,688.71,637.30
2018-06-25,754,752,0,25,0,1,707.29,641.67
2018-06-26,752,754,1,26,0,0,726.00,646.03
2018-06-27,754,752,2,27,0,0,740.14,650.33
2018-06-30,752,752,5,30,1,0,751.43,654.70
2018-07-01,752,752,6,1,1,0,757.71,659.00
2018-07-02,752,752,0,2,0,1,753.71,663.30
2018-07-03,752,752,1,3,0,0,752.86,667.60
2018-07-04,752,788,2,4,0,0,752.57,671.87
2018-07-07,788,781,5,7,1,0,752.29,676.17
2018-07-08,781,766,6,8,1,0,757.43,681.67
2018-07-10,766,764,1,10,0,0,761.29,686.90
2018-07-11,764,774,2,11,0,0,763.29,691.67
2018-07-14,774,805,5,14,1,0,765.00,696.37
2018-07-15,805,800,6,15,1,0,768.14,701.40
2018-07-16,800,782,0,16,0,1,775.71,707.47
2018-07-17,782,805,1,17,0,0,782.57,713.40
2018-07-18,805,795,2,18,0,0,781.71,718.80
2018-07-22,795,791,6,22,1,0,785.14,725.20
2018-07-23,791,805,0,23,0,1,789.29,731.27
2018-07-24,805,825,1,24,0,0,793.14,737.23
2018-07-25,825,832,2,25,0,0,797.57,743.30
2018-07-28,832,865,5,28,1,0,800.43,749.97
2018-07-29,865,880,6,29,1,0,805.00,756.93
2018-07-30,880,930,0,30,0,1,816.86,764.97
2018-08-07,930,929,1,7,0,0,827.57,773.53
2018-08-08,929,924,2,8,0,0,846.86,782.77
2018-08-11,924,920,5,11,1,0,866.57,791.23
2018-08-12,920,931,6,12,1,0,883.57,798.43
2018-08-13,931,927,0,13,0,1,897.14,803.10
2018-08-14,927,935,1,14,0,0,911.29,808.87
2018-08-15,935,921,2,15,0,0,920.14,814.63
2018-08-18,921,929,5,18,1,0,928.00,820.67
2018-08-29,929,932,2,29,0,0,926.71,826.30
2018-09-01,932,920,5,1,1,0,926.71,832.13
2018-09-02,920,926,6,2,1,0,927.86,838.13
2018-09-03,926,934,0,3,0,1,927.86,843.73
2018-09-04,934,930,1,4,0,0,927.14,849.53
2018-09-05,930,922,2,5,0,0,928.14,855.60
2018-09-08,922,928,5,8,1,0,927.43,861.53
2018-09-09,928,951,6,9,1,0,927.57,866.00
2018-09-10,951,941,0,10,0,1,927.43,870.90
2018-09-11,941,981,1,11,0,0,930.14,877.07
2018-09-12,981,1020,2,12,0,0,933.14,882.97
2018-09-15,1020,1025,5,15,1,0,941.00,889.87
2018-09-16,1025,1025,6,16,1,0,953.29,897.03
2018-09-17,1025,1012,0,17,0,1,966.86,904.53
2018-09-18,1012,1056,1,18,0,0,981.57,912.63
2018-09-22,1056,1106,5,22,1,0,993.57,919.53
2018-09-23,1106,1148,6,23,1,0,1008.57,928.23
2018-09-24,1148,1144,0,24,0,1,1032.14,938.73
2018-09-25,1144,1130,1,25,0,0,1056.00,950.17
2018-09-26,1130,1171,2,26,0,0,1073.71,960.80
2018-09-29,1171,1214,5,29,1,0,1088.71,970.73
2018-09-30,1214,1274,6,30,1,0,1109.57,980.93
2018-10-01,1274,1330,0,1,0,1,1138.43,992.07
2018-10-02,1330,1300,1,2,0,0,1169.57,1003.53
2018-10-03,1300,1325,2,3,0,0,1201.57,1016.90
2018-10-06,1325,1259,5,6,1,0,1223.29,1029.43
2018-10-07,1259,1190,6,7,1,0,1249.14,1042.93
2018-10-08,1190,1202,0,8,0,1,1267.57,1053.87
2018-10-09,1202,1130,1,9,0,0,1270.29,1062.63
2018-10-10,1130,1070,2,10,0,0,1268.57,1071.53
2018-10-13,1070,1059,5,13,1,0,1248.00,1078.50
2018-10-14,1059,1096,6,14,1,0,1210.86,1083.20
2018-10-15,1096,1123,0,15,0,1,1176.43,1087.43
2018-10-16,1123,1100,1,16,0,0,1143.71,1093.30
2018-10-17,1100,1126,2,17,0,0,1124.29,1099.87
2018-10-20,1126,1153,5,20,1,0,1111.43,1105.40
2018-10-21,1153,1130,6,21,1,0,1100.57,1111.93
2018-10-22,1130,1097,0,22,0,1,1103.86,1119.63
2018-10-23,1097,1050,1,23,0,0,1112.43,1126.37
2018-10-24,1050,1019,2,24,0,0,1117.86,1131.23
2018-10-27,1019,1020,5,27,1,0,1111.29,1134.87
2018-10-28,1020,1044,6,28,1,0,1096.43,1136.13
2018-10-29,1044,1094,0,29,0,1,1085.00,1136.13
2018-10-31,1094,1135,2,31,0,0,1073.29,1136.77
2018-11-03,1135,1133,5,3,1,0,1064.86,1139.07
2018-11-04,1133,1139,6,4,1,0,1065.57,1143.17
2018-11-05,1139,1183,0,5,0,1,1070.71,1145.73
2018-11-06,1183,1241,1,6,0,0,1083.43,1146.83
2018-11-10,1241,1257,5,10,1,0,1106.86,1148.00
2018-11-11,1257,1269,6,11,1,0,1138.43,1151.23
2018-11-12,1269,1294,0,12,0,1,1168.86,1155.47
2018-11-13,1294,1260,1,13,0,0,1193.86,1158.73
2018-11-14,1260,1225,2,14,0,0,1216.57,1161.40
2018-11-17,1225,1210,5,17,1,0,1234.71,1160.93
2018-11-18,1210,1185,6,18,1,0,1247.00,1157.43
2018-11-19,1185,1200,0,19,0,1,1250.86,1154.43
2018-11-20,1200,1227,1,20,0,0,1242.86,1149.77
2018-11-21,1227,1277,2,21,0,0,1234.71,1147.80
2018-11-24,1277,1239,5,24,1,0,1228.71,1149.03
2018-11-26,1239,1210,0,26,0,1,1226.29,1151.53
2018-11-27,1210,1183,1,27,0,0,1223.29,1155.17
2018-11-28,1183,1110,2,28,0,0,1221.14,1159.83
2018-12-01,1110,1121,5,1,1,0,1217.29,1163.97
2018-12-02,1121,1139,6,2,1,0,1206.57,1164.43
2018-12-03,1139,1139,0,3,0,1,1195.29,1164.37
2018-12-04,1139,1147,1,4,0,0,1182.71,1165.67
2018-12-05,1147,1128,2,5,0,0,1163.00,1166.10
2018-12-08,1128,1158,5,8,1,0,1149.86,1165.90
2018-12-09,1158,1186,6,9,1,0,1138.14,1165.83
2018-12-10,1186,1184,0,10,0,1,1134.57,1167.87
2018-12-11,1184,1170,1,11,0,0,1145.43,1172.40
2018-12-12,1170,1139,2,12,0,0,1154.43,1177.90
2018-12-15,1139,1120,5,15,1,0,1158.86,1182.90
2018-12-16,1120,1095,6,16,1,0,1158.86,1186.07
2018-12-17,1095,1089,0,17,0,1,1155.00,1186.93
2018-12-18,1089,1125,1,18,0,0,1150.29,1185.60
2018-12-19,1125,1169,2,19,0,0,1140.43,1184.13
2018-12-22,1169,1222,5,22,1,0,1131.71,1183.67
2018-12-23,1222,1279,6,23,1,0,1129.57,1183.20
2018-12-24,1279,1309,0,24,0,1,1137.00,1182.57
2018-12-25,1309,1320,1,25,0,0,1157.00,1183.30
2018-12-26,1320,1245,2,26,0,0,1184.00,1184.63
2018-12-29,1245,1259,5,29,1,0,1216.14,1185.50
2018-12-30,1259,1244,6,30,1,0,1238.43,1185.00
2018-12-31,1244,1281,0,31,0,1,1257.57,1186.13
2019-01-01,1281,1332,1,1,0,0,1268.29,1187.27
2019-01-02,1332,1393,2,2,0,0,1276.71,1190.47
2019-01-05,1393,1435,5,5,1,0,1284.29,1194.87
2019-01-06,1435,1430,6,6,1,0,1296.29,1200.40
2019-01-07,1430,1359,0,7,0,1,1312.71,1205.67
2019-01-08,1359,1340,1,8,0,0,1339.14,1212.03
2019-01-09,1340,1334,2,9,0,0,1353.43,1217.00
2019-01-12,1334,1325,5,12,1,0,1367.14,1222.23
2019-01-13,1325,1343,6,13,1,0,1374.71,1229.70
2019-01-14,1343,1319,0,14,0,1,1373.71,1236.50
2019-01-15,1319,1345,1,15,0,0,1366.57,1243.30
2019-01-16,1345,1321,2,16,0,0,1350.00,1249.30
2019-01-19,1321,1349,5,19,1,0,1337.86,1255.90
